iter	Passed	Remaining
1666	22850	18272
1667	22860	18255
1668	22874	18242
1669	22888	18228
1670	22902	18215
1671	22916	18201
1672	22929	18187
1673	22942	18173
1674	22956	18159
1675	22967	18143
1676	22980	18129
1677	22992	18114
1678	23019	18110
1679	23047	18108
1680	23073	18104
1681	23100	18101
1682	23125	18096
1683	23139	18082
1684	23152	18068
1685	23181	18066
1686	23210	18065
1687	23226	18052
1688	23236	18036
1689	23249	18022
1690	23259	18004
1691	23273	17991
1692	23282	17974
1693	23296	17960
1694	23308	17945
1695	23318	17928
1696	23329	17912
1697	23339	17896
1698	23349	17879
1699	23362	17865
1700	23372	17848
1701	23393	17840
1702	23423	17839
1703	23437	17825
1704	23451	17812
1705	23461	17795
1706	23474	17781
1707	23487	17767
1708	23496	17749
1709	23511	17736
1710	23519	17718
1711	23533	17704
1712	23542	17688
1713	23557	17675
1714	23572	17661
1715	23585	17647
1716	23593	17629
1717	23602	17612
1718	23613	17597
1719	23622	17579
1720	23633	17564
1721	23643	17547
1722	23654	17531
1723	23668	17518
1724	23679	17501
1725	23689	17486
1726	23702	17471
1727	23711	17454
1728	23725	17440
1729	23736	17424
1730	23749	17410
1731	23775	17406
1732	23805	17404
1733	23819	17390
1734	23828	17373
1735	23839	17357
1736	23852	17343
1737	23866	17329
1738	23879	17315
1739	23893	17302
1740	23906	17288
1741	23915	17271
1742	23926	17255
1743	23935	17238
1744	23947	17223
1745	23960	17208
1746	23969	17191
1747	23980	17175
1748	23988	17157
1749	23996	17140
1750	24005	17123
1751	24018	17109
1752	24027	17092
1753	24036	17074
1754	24045	17058
1755	24056	17042
1756	24069	17028
1757	24077	17010
1758	24090	16996
1759	24103	16981
1760	24114	16966
1761	24123	16949
1762	24132	16932
1763	24145	16918
1764	24158	16904
1765	24170	16889
1766	24179	16872
1767	24190	16856
1768	24204	16843
1769	24218	16830
1770	24230	16815
1771	24241	16799
1772	24253	16784
1773	24264	16769
1774	24274	16752
1775	24283	16735
1776	24292	16719
1777	24306	16705
1778	24316	16689
1779	24325	16672
1780	24338	16658
1781	24346	16641
1782	24355	16623
1783	24368	16609
1784	24383	16597
1785	24393	16581
1786	24403	16564
1787	24414	16549
1788	24422	16531
1789	24436	16518
1790	24446	16502
1791	24459	16488
1792	24474	16475
1793	24483	16459
1794	24497	16445
1795	24507	16429
1796	24518	16414
1797	24532	16400
1798	24542	16384
1799	24555	16370
1800	24565	16354
1801	24579	16341
1802	24588	16324
1803	24597	16307
1804	24605	16290
1805	24615	16274
1806	24628	16260
1807	24638	16243
1808	24648	16228
1809	24661	16213
1810	24676	16201
1811	24685	16184
1812	24695	16168
1813	24706	16153
1814	24717	16137
1815	24728	16122
1816	24737	16106
1817	24746	16089
1818	24755	16072
1819	24770	16059
1820	24784	16046
1821	24794	16030
1822	24804	16014
1823	24812	15997
1824	24826	15984
1825	24841	15971
1826	24856	15959
1827	24866	15942
1828	24876	15926
1829	24885	15910
1830	24896	15894
1831	24910	15881
1832	24925	15868
1833	24935	15853
1834	24949	15839
1835	24958	15823
1836	24972	15810
1837	24983	15794
1838	24992	15778
1839	25000	15761
1840	25009	15745
1841	25019	15728
1842	25028	15712
1843	25036	15695
1844	25047	15679
1845	25056	15663
1846	25070	15650
1847	25083	15636
1848	25097	15622
1849	25105	15606
1850	25115	15590
1851	25124	15573
1852	25138	15560
1853	25147	15544
1854	25161	15530
1855	25172	15515
1856	25182	15499
1857	25191	15483
1858	25206	15470
1859	25214	15454
1860	25223	15437
1861	25232	15421
1862	25246	15407
1863	25254	15391
1864	25268	15378
1865	25280	15363
1866	25288	15346
1867	25298	15330
1868	25308	15315
1869	25319	15300
1870	25328	15283
1871	25337	15267
1872	25346	15251
1873	25359	15237
1874	25369	15221
1875	25379	15206
1876	25393	15192
1877	25402	15176
1878	25412	15160
1879	25425	15147
1880	25434	15130
1881	25445	15115
1882	25458	15102
1883	25467	15085
1884	25477	15069
1885	25490	15056
1886	25499	15040
1887	25513	15027
1888	25527	15013
1889	25541	15000
1890	25555	14987
1891	25566	14972
1892	25575	14956
1893	25585	14940
1894	25598	14927
1895	25607	14910
1896	25615	14893
1897	25624	14878
1898	25634	14862
1899	25647	14848
1900	25657	14832
1901	25670	14819
1902	25685	14806
1903	25696	14791
1904	25705	14775
1905	25716	14760
1906	25730	14747
1907	25743	14733
1908	25752	14717
1909	25761	14701
1910	25771	14685
1911	25784	14672
1912	25795	14657
1913	25805	14641
1914	25814	14626
1915	25824	14610
1916	25833	14594
1917	25842	14578
1918	25855	14564
1919	25864	14548
1920	25873	14532
1921	25886	14519
1922	25900	14505
1923	25908	14489
1924	25918	14473
1925	25932	14460
1926	25941	14445
1927	25950	14428
1928	25959	14412
1929	25973	14399
1930	25983	14384
1931	25994	14369
1932	26005	14354
1933	26015	14339
1934	26027	14324
1935	26034	14308
1936	26045	14293
1937	26055	14278
1938	26064	14262
1939	26075	14247
1940	26084	14231
1941	26098	14218
1942	26111	14204
1943	26125	14191
1944	26134	14175
1945	26147	14162
1946	26157	14146
1947	26170	14133
1948	26179	14117
1949	26190	14102
1950	26203	14089
1951	26217	14075
1952	26226	14060
1953	26237	14045
1954	26248	14030
1955	26259	14015
1956	26269	14000
1957	26277	13984
1958	26287	13968
1959	26296	13953
1960	26305	13937
1961	26314	13921
1962	26323	13905
1963	26332	13890
1964	26346	13876
1965	26359	13863
1966	26370	13849
1967	26381	13834
1968	26390	13818
1969	26398	13802
1970	26407	13786
1971	26417	13771
1972	26426	13755
1973	26435	13740
1974	26448	13726
1975	26457	13710
1976	26466	13695
1977	26477	13680
1978	26485	13664
1979	26494	13648
1980	26508	13635
1981	26519	13621
1982	26530	13606
1983	26539	13590
1984	26552	13577
1985	26561	13561
1986	26569	13545
1987	26578	13529
1988	26591	13516
1989	26605	13503
1990	26614	13487
1991	26628	13474
1992	26637	13459
1993	26647	13443
1994	26657	13428
1995	26668	13414
1996	26679	13399
1997	26693	13386
1998	26702	13371
1999	26716	13358
2000	26726	13343
2001	26735	13327
2002	26748	13313
2003	26762	13301
2004	26771	13285
2005	26779	13269
2006	26788	13254
2007	26798	13239
2008	26807	13223
2009	26816	13208
2010	26824	13192
2011	26833	13176
2012	26842	13161
2013	26851	13145
2014	26861	13130
2015	26874	13117
2016	26883	13102
2017	26892	13086
2018	26901	13071
2019	26913	13056
2020	26922	13041
2021	26931	13026
2022	26941	13011
2023	26952	12996
2024	26966	12983
2025	26974	12968
2026	26989	12955
2027	26999	12940
2028	27007	12924
2029	27020	12911
2030	27030	12896
2031	27039	12881
2032	27047	12865
2033	27055	12849
2034	27064	12833
2035	27073	12818
2036	27081	12803
2037	27090	12787
2038	27099	12772
2039	27107	12756
2040	27118	12742
2041	27127	12726
2042	27137	12711
2043	27150	12698
2044	27163	12685
2045	27172	12669
2046	27182	12654
2047	27191	12639
2048	27203	12625
2049	27212	12610
2050	27221	12595
2051	27231	12580
2052	27240	12565
2053	27249	12549
2054	27257	12534
2055	27267	12519
2056	27278	12505
2057	27286	12489
2058	27294	12474
2059	27305	12459
2060	27313	12444
2061	27324	12429
2062	27333	12414
2063	27346	12401
2064	27359	12388
2065	27368	12372
2066	27377	12357
2067	27386	12342
2068	27401	12330
2069	27412	12315
2070	27422	12301
2071	27433	12286
2072	27441	12271
2073	27451	12256
2074	27460	12241
2075	27469	12226
2076	27478	12211
2077	27492	12198
2078	27501	12183
2079	27511	12168
2080	27524	12155
2081	27534	12140
2082	27543	12125
2083	27556	12112
2084	27570	12099
2085	27581	12084
2086	27591	12070
2087	27599	12055
2088	27613	12042
2089	27622	12026
2090	27630	12011
2091	27639	11996
2092	27649	11982
2093	27661	11968
2094	27669	11952
2095	27678	11937
2096	27687	11922
2097	27696	11907
2098	27710	11894
2099	27719	11879
2100	27729	11865
2101	27738	11850
2102	27747	11835
2103	27756	11820
2104	27766	11805
2105	27775	11790
2106	27786	11776
2107	27796	11761
2108	27811	11749
2109	27822	11735
2110	27831	11720
2111	27861	11714
2112	27885	11705
2113	27897	11692
2114	27910	11678
2115	27918	11663
2116	27927	11648
2117	27936	11633
2118	27944	11618
2119	27952	11603
2120	27963	11588
2121	27972	11573
2122	27982	11559
2123	27996	11546
2124	28007	11532
2125	28016	11517
2126	28028	11504
2127	28039	11489
2128	28050	11475
2129	28060	11461
2130	28071	11447
2131	28080	11432
2132	28089	11417
2133	28098	11402
2134	28107	11387
2135	28121	11374
2136	28129	11359
2137	28137	11344
2138	28146	11329
2139	28155	11314
2140	28164	11299
2141	28175	11286
2142	28189	11273
2143	28197	11258
2144	28212	11245
2145	28222	11230
2146	28232	11216
2147	28246	11203
2148	28258	11190
2149	28268	11176
2150	28280	11162
2151	28291	11148
2152	28302	11134
2153	28314	11120
2154	28325	11106
2155	28341	11094
2156	28350	11080
2157	28362	11066
2158	28371	11051
2159	28385	11038
2160	28399	11026
2161	28414	11013
2162	28428	11000
2163	28452	10991
2164	28473	10981
2165	28482	10967
2166	28491	10952
2167	28502	10938
2168	28516	10925
2169	28527	10911
2170	28537	10897
2171	28546	10882
2172	28558	10868
2173	28567	10853
2174	28575	10839
2175	28585	10824
2176	28599	10811
2177	28610	10797
2178	28618	10782
2179	28627	10768
2180	28637	10753
2181	28651	10740
2182	28659	10726
2183	28669	10711
2184	28678	10697
2185	28694	10684
2186	28703	10670
2187	28712	10655
2188	28726	10642
2189	28736	10628
2190	28751	10616
2191	28760	10601
2192	28773	10588
2193	28782	10573
2194	28793	10559
2195	28803	10545
2196	28812	10530
2197	28826	10518
2198	28834	10503
2199	28843	10488
2200	28852	10473
2201	28860	10459
2202	28871	10445
2203	28880	10430
2204	28889	10415
2205	28898	10401
2206	28910	10387
2207	28922	10374
2208	28934	10360
2209	28946	10347
2210	28955	10332
2211	28967	10319
2212	28977	10305
2213	28987	10290
2214	29003	10278
2215	29014	10265
2216	29023	10250
2217	29033	10236
2218	29041	10221
2219	29050	10206
2220	29060	10192
2221	29070	10178
2222	29079	10164
2223	29094	10151
2224	29104	10137
2225	29113	10122
2226	29122	10108
2227	29136	10095
2228	29146	10081
2229	29157	10067
2230	29172	10055
2231	29182	10041
2232	29192	10027
2233	29203	10013
2234	29213	9999
2235	29224	9985
2236	29235	9971
2237	29246	9957
2238	29262	9945
2239	29278	9933
2240	29289	9920
2241	29298	9905
2242	29308	9891
2243	29317	9876
2244	29328	9863
2245	29338	9849
2246	29353	9836
2247	29362	9822
2248	29371	9808
2249	29382	9794
2250	29393	9780
2251	29407	9767
2252	29418	9754
2253	29427	9739
2254	29435	9724
2255	29444	9710
2256	29457	9697
2257	29466	9683
2258	29475	9668
2259	29489	9655
2260	29499	9641
2261	29509	9627
2262	29518	9613
2263	29527	9598
2264	29535	9584
2265	29545	9570
2266	29554	9556
2267	29568	9543
2268	29579	9529
2269	29591	9516
2270	29601	9502
2271	29610	9487
2272	29620	9473
2273	29629	9459
2274	29637	9445
2275	29646	9430
2276	29655	9416
2277	29665	9402
2278	29673	9387
2279	29683	9373
2280	29691	9358
2281	29704	9346
2282	29714	9332
2283	29723	9317
2284	29731	9303
2285	29739	9288
2286	29747	9274
2287	29764	9262
2288	29775	9248
2289	29784	9234
2290	29792	9220
2291	29802	9205
2292	29812	9191
2293	29820	9177
2294	29829	9163
2295	29839	9149
2296	29847	9134
2297	29857	9120
2298	29867	9106
2299	29881	9094
2300	29889	9079
2301	29898	9065
2302	29907	9051
2303	29915	9037
2304	29924	9022
2305	29934	9008
2306	29943	8994
2307	29952	8980
2308	29968	8968
2309	29978	8954
2310	29987	8940
2311	29998	8926
2312	30008	8913
2313	30018	8899
2314	30031	8886
2315	30041	8872
2316	30050	8858
2317	30059	8844
2318	30071	8830
2319	30079	8816
2320	30092	8803
2321	30101	8789
2322	30111	8775
2323	30119	8761
2324	30133	8748
2325	30143	8734
2326	30151	8720
2327	30160	8705
2328	30169	8691
2329	30177	8677
2330	30191	8665
2331	30199	8650
2332	30213	8638
2333	30222	8623
2334	30231	8609
2335	30240	8595
2336	30249	8581
2337	30260	8568
2338	30269	8554
2339	30277	8539
2340	30286	8525
2341	30297	8512
2342	30305	8497
2343	30315	8484
2344	30325	8470
2345	30335	8456
2346	30343	8442
2347	30351	8428
2348	30361	8414
2349	30370	8400
2350	30378	8386
2351	30392	8373
2352	30400	8359
2353	30411	8345
2354	30420	8331
2355	30429	8317
2356	30437	8303
2357	30447	8289
2358	30456	8275
2359	30463	8261
2360	30472	8247
2361	30480	8233
2362	30494	8220
2363	30505	8207
2364	30514	8193
2365	30522	8178
2366	30536	8166
2367	30544	8152
2368	30553	8138
2369	30563	8124
2370	30577	8111
2371	30585	8097
2372	30598	8084
2373	30607	8070
2374	30616	8056
2375	30624	8042
2376	30633	8028
2377	30641	8014
2378	30654	8001
2379	30666	7988
2380	30678	7975
2381	30687	7961
2382	30698	7948
2383	30712	7935
2384	30721	7921
2385	30729	7907
2386	30738	7893
2387	30747	7879
2388	30755	7865
2389	30763	7851
2390	30771	7837
2391	30781	7823
2392	30789	7809
2393	30798	7796
2394	30806	7782
2395	30814	7767
2396	30827	7755
2397	30838	7741
2398	30847	7727
2399	30857	7714
2400	30865	7700
2401	30874	7686
2402	30882	7672
2403	30892	7658
2404	30907	7646
2405	30916	7632
2406	30924	7618
2407	30934	7605
2408	30944	7591
2409	30958	7579
